product_id,product_title,rating,summary,review
HP 95167,HP Omen Gaming Console Edge,4,Terrific purchase,The Sony Washing Machine offers smart assistant and superb value for money.
ACE12136,Acer Smartwatch Plus,4,Terrific purchase,Highly recommend this Refrigerator if you need touch control.
APP29030,Apple Earbuds Plus,5,Average,Highly recommend this Camera if you need 4K UHD.
LOG77712,Logitech Laptop Edge,3,Terrific purchase,"Amazing Camera from POCO, great performance and design."
KEN78796,Kent Headphones Prime,4,Excellent,Very durable and efficient. Love the OLED display.
TEC55446,Tecno Headphones Plus,4,Average,Highly recommend this Monitor if you need long battery life.
HAV49308,Havells Gaming Console Pro,5,Excellent,Highly recommend this Smartphone if you need touch control.
HIS24221,Hisense Camera Prime,1,Good,Highly recommend this Smartwatch if you need noise cancelling.
MOT80163,Motorola Monitor X,3,Terrific purchase,Highly recommend this Refrigerator if you need fast charging.
VIV73035,Vivo Monitor Max,5,Poor,One of the best Xiaomi Smartphone I’ve ever used.
MI55128,Mi Monitor Prime,1,Terrific purchase,The Motorola Air Conditioner offers noise cancelling and superb value for money.
HAI46150,Haier Camera X,4,Poor,"Amazing Monitor from Boult, great performance and design."
LOG71246,Logitech Washing Machine Lite,3,Good,Highly recommend this Refrigerator if you need wireless.
CAN57773,Canon Gaming Console Max,1,Terrific purchase,Highly recommend this Smartwatch if you need OLED display.
HON63107,Honor Camera Edge,1,Poor,The Philips Smartwatch offers dual camera and superb value for money.
TOS47492,Toshiba Speaker Go,2,Average,The Whirlpool Laptop offers dual camera and superb value for money.
ONE11810,OnePlus Gaming Console Edge,5,Average,Very durable and efficient. Love the dual camera.
ASU22214,Asus Washing Machine Lite,3,Terrific purchase,The BlueStar TV offers fast charging and superb value for money.
JBL57303,JBL Speaker Pro,1,Good,One of the best MSI Tablet I’ve ever used.
HON59295,Honor Headphones Ultra,1,Poor,Very durable and efficient. Love the long battery life.
INF56859,Infinix Headphones Plus,2,Excellent,Highly recommend this Headphones if you need dual camera.
BLU19423,BlueStar Printer Go,5,Excellent,Very durable and efficient. Love the smart assistant.
NOK37708,Nokia Speaker Pro,3,Excellent,Highly recommend this Earbuds if you need smart assistant.
TCL42738,TCL Air Conditioner Elite,1,Terrific purchase,Very durable and efficient. Love the Bluetooth.
TCL25460,TCL Projector Plus,3,Good,One of the best Mi Smartwatch I’ve ever used.
TOS15461,Toshiba Refrigerator Plus,4,Good,Highly recommend this Headphones if you need Bluetooth.
HP19185,HP Headphones Lite,2,Good,"Amazing Earbuds from Apple, great performance and design."
MOT15300,Motorola Tablet Prime,4,Excellent,Very durable and efficient. Love the smart assistant.
CRO58529,CrossBeats Printer Go,3,Terrific purchase,"Amazing Camera from Hisense, great performance and design."
APP17404,Apple Monitor Max,5,Poor,Highly recommend this Earbuds if you need dual camera.
LAV27810,Lava Headphones Elite,4,Poor,Highly recommend this Printer if you need OLED display.
SON87311,Sony Printer Prime,5,Poor,One of the best Noise Refrigerator I’ve ever used.
HP 12706,HP Omen Camera Ultra,1,Good,One of the best Apple Projector I’ve ever used.
TOS80330,Toshiba Earbuds Elite,4,Excellent,"Amazing Printer from TCL, great performance and design."
NOK39098,Nokia Smartwatch Elite,5,Poor,One of the best Boult Speaker I’ve ever used.
SAM71034,Samsung Refrigerator Elite,3,Excellent,One of the best Syska Speaker I’ve ever used.
ITE52655,Itel Smartphone Go,5,Terrific purchase,Highly recommend this TV if you need long battery life.
MSI48811,MSI Smartphone Pro,5,Terrific purchase,Highly recommend this Earbuds if you need 4K UHD.
HAV17580,Havells TV Ultra,1,Terrific purchase,Highly recommend this Gaming Console if you need long battery life.
NOK30853,Nokia Gaming Console Edge,1,Good,One of the best HyperX Camera I’ve ever used.
TEC15182,Tecno Speaker Prime,1,Poor,Highly recommend this Earbuds if you need touch control.
HAI14824,Haier Headphones Lite,2,Poor,One of the best Samsung Smartphone I’ve ever used.
HP 33781,HP Omen Monitor Go,2,Average,Very durable and efficient. Love the wireless.
BOA80419,boAt Tablet Edge,2,Terrific purchase,One of the best Zebronics Speaker I’ve ever used.
ITE25484,Itel Headphones Lite,2,Good,Very durable and efficient. Love the OLED display.
LEN69234,Lenovo Laptop Pro,5,Terrific purchase,Very durable and efficient. Love the long battery life.
MSI81095,MSI Washing Machine Prime,3,Terrific purchase,Highly recommend this Headphones if you need Bluetooth.
SAM60072,Samsung Tablet Lite,3,Poor,"Amazing Projector from Noise, great performance and design."
HAI52478,Haier Gaming Console Pro,4,Excellent,The Itel Smartphone offers water resistant and superb value for money.
ASU69349,Asus Laptop Edge,5,Good,The Toshiba Speaker offers wireless and superb value for money.
DEL12469,Dell Alienware Earbuds Go,3,Poor,Very durable and efficient. Love the fast charging.
NOI92497,NoiseFit Air Conditioner Max,4,Terrific purchase,One of the best Godrej Monitor I’ve ever used.
HIS83838,Hisense Smartphone Lite,3,Excellent,One of the best Samsung Smartwatch I’ve ever used.
HP57984,HP Headphones Lite,4,Excellent,One of the best JBL Refrigerator I’ve ever used.
NOI94691,Noise Laptop Prime,5,Poor,"Amazing Printer from Nikon, great performance and design."
APP82984,Apple Earbuds Ultra,2,Terrific purchase,"Amazing Monitor from Fujifilm, great performance and design."
VOL48014,Voltas Laptop Lite,5,Terrific purchase,Very durable and efficient. Love the water resistant.
BLU99217,BlueStar Tablet X,3,Terrific purchase,Very durable and efficient. Love the noise cancelling.
FIR33005,Fire-Boltt Printer Max,2,Poor,"Amazing Air Conditioner from Canon, great performance and design."
HAI46151,Haier TV Prime,5,Terrific purchase,Very durable and efficient. Love the water resistant.
BOU41113,Boult Smartwatch X,4,Good,The JBL Smartwatch offers long battery life and superb value for money.
REA94076,realme Gaming Console Pro,3,Good,Very durable and efficient. Love the touch control.
NIK97240,Nikon Headphones Ultra,2,Average,One of the best Tecno Printer I’ve ever used.
PHI97781,Philips Smartphone X,3,Good,One of the best Lava Air Conditioner I’ve ever used.
BOU93873,Boult Tablet Edge,2,Poor,Very durable and efficient. Love the smart assistant.
GOD25479,Godrej Refrigerator Edge,1,Excellent,One of the best Haier Camera I’ve ever used.
HON58105,Honor Printer Go,3,Excellent,"Amazing Headphones from Tecno, great performance and design."
HP 42029,HP Omen Projector Max,3,Good,The Corsair Air Conditioner offers 4K UHD and superb value for money.
GOD38561,Godrej Smartphone Elite,3,Terrific purchase,Highly recommend this Monitor if you need Bluetooth.
CAN42517,Canon Air Conditioner Plus,2,Good,One of the best Nikon Gaming Console I’ve ever used.
SAM72778,Samsung Headphones Plus,4,Poor,One of the best Infinix Tablet I’ve ever used.
HP21827,HP Gaming Console Max,2,Poor,The Havells Washing Machine offers dual camera and superb value for money.
HP 33315,HP Omen Refrigerator Prime,1,Average,The BlueStar Air Conditioner offers long battery life and superb value for money.
VIV21165,Vivo Smartphone X,5,Poor,One of the best Zebronics Earbuds I’ve ever used.
ONE89625,OnePlus Camera Elite,3,Good,One of the best Whirlpool Monitor I’ve ever used.
BLU63006,BlueStar Speaker Prime,4,Average,Highly recommend this Tablet if you need long battery life.
FUJ41094,Fujifilm Gaming Console Max,5,Poor,"Amazing Camera from Nikon, great performance and design."
HYP10999,HyperX TV Go,2,Terrific purchase,"Amazing Air Conditioner from Itel, great performance and design."
ZEB43097,Zebronics Washing Machine Go,1,Average,Highly recommend this Smartphone if you need noise cancelling.
SYS77560,Syska Smartphone Go,1,Good,Highly recommend this Air Conditioner if you need 4K UHD.
SAM79667,Samsung TV Elite,4,Average,"Amazing Monitor from Google, great performance and design."
DEL30586,Dell Alienware Smartwatch Lite,1,Average,"Amazing Camera from Itel, great performance and design."
HAV90555,Havells Earbuds Go,5,Terrific purchase,The Tecno Printer offers noise cancelling and superb value for money.
NOK94550,Nokia Laptop Edge,4,Terrific purchase,Highly recommend this Earbuds if you need wireless.
ZEB45405,Zebronics Monitor Max,1,Excellent,Very durable and efficient. Love the fast charging.
CAN57673,Canon Earbuds Max,3,Average,Highly recommend this Headphones if you need wireless.
NOI20152,NoiseFit Tablet Pro,1,Average,Very durable and efficient. Love the smart assistant.
TOS49026,Toshiba Smartphone Lite,4,Poor,Highly recommend this Camera if you need water resistant.
SON70959,Sony Refrigerator Pro,2,Good,The Voltas Earbuds offers dual camera and superb value for money.
WHI68845,Whirlpool Projector Lite,2,Good,Very durable and efficient. Love the touch control.
PAN92025,Panasonic Camera Go,4,Terrific purchase,"Amazing Printer from Nikon, great performance and design."
INF30379,Infinix Earbuds Plus,5,Average,"Amazing Tablet from Syska, great performance and design."
CRO76239,CrossBeats Earbuds Pro,1,Excellent,Very durable and efficient. Love the smart assistant.
MI44200,Mi Laptop Plus,2,Terrific purchase,"Amazing Tablet from Fujifilm, great performance and design."
COR46824,Corsair Air Conditioner Lite,4,Average,The Oppo Headphones offers dual camera and superb value for money.
NOI79067,Noise Air Conditioner Plus,5,Excellent,"Amazing Smartwatch from Haier, great performance and design."
NOI63366,Noise Speaker Plus,1,Average,Very durable and efficient. Love the Bluetooth.
PHI43226,Philips Headphones Max,1,Terrific purchase,Highly recommend this Monitor if you need water resistant.
HP 31450,HP Omen Projector Edge,5,Poor,Very durable and efficient. Love the wireless.
DEL67405,Dell Speaker Elite,3,Excellent,The LG Earbuds offers long battery life and superb value for money.
MI53423,Mi Headphones Pro,2,Excellent,The Tecno Speaker offers 4K UHD and superb value for money.
DEL66715,Dell Alienware Smartwatch Plus,5,Average,The Whirlpool Monitor offers long battery life and superb value for money.
POC40141,POCO Air Conditioner Edge,4,Average,One of the best realme Laptop I’ve ever used.
WHI98155,Whirlpool Camera Plus,4,Excellent,Very durable and efficient. Love the noise cancelling.
FUJ32239,Fujifilm Washing Machine Lite,3,Terrific purchase,Very durable and efficient. Love the 4K UHD.
GOD70382,Godrej Air Conditioner Edge,4,Terrific purchase,The JBL Laptop offers OLED display and superb value for money.
BOA16771,boAt Laptop Elite,5,Poor,One of the best Lenovo Projector I’ve ever used.
MOT90086,Motorola Monitor Edge,4,Excellent,Very durable and efficient. Love the long battery life.
ASU82726,Asus Tablet Plus,5,Good,The Motorola Smartphone offers 4K UHD and superb value for money.
HP46836,HP Smartwatch X,1,Good,The CrossBeats Laptop offers Bluetooth and superb value for money.
POC66571,POCO Refrigerator Edge,3,Good,One of the best Xiaomi Laptop I’ve ever used.
HAV20404,Havells Laptop Edge,3,Poor,The Haier Washing Machine offers OLED display and superb value for money.
ASU44237,Asus TV Plus,1,Poor,Highly recommend this Projector if you need touch control.
WHI90205,Whirlpool Air Conditioner Plus,2,Excellent,One of the best Samsung Speaker I’ve ever used.
ACE37655,Acer Smartwatch Ultra,4,Poor,Highly recommend this Printer if you need smart assistant.
FIR25820,Fire-Boltt TV Prime,2,Good,The JBL Laptop offers Bluetooth and superb value for money.
ONE21397,OnePlus Smartphone Pro,1,Good,"Amazing Refrigerator from CrossBeats, great performance and design."
BLU67281,BlueStar Air Conditioner Edge,1,Excellent,Very durable and efficient. Love the fast charging.
ONE17969,OnePlus Laptop Go,3,Terrific purchase,Highly recommend this Washing Machine if you need fast charging.
NOK53984,Nokia Air Conditioner Ultra,3,Terrific purchase,Very durable and efficient. Love the 4K UHD.
HYP53143,HyperX Gaming Console Ultra,5,Excellent,The Philips TV offers smart assistant and superb value for money.
ZEB85876,Zebronics Projector Go,2,Terrific purchase,One of the best Panasonic Smartphone I’ve ever used.
HIS76819,Hisense Smartphone Go,5,Poor,Highly recommend this Tablet if you need dual camera.
HP 42199,HP Omen Gaming Console Max,2,Average,"Amazing Camera from Godrej, great performance and design."
MSI81516,MSI Air Conditioner Ultra,5,Poor,"Amazing Camera from Canon, great performance and design."
HON58187,Honor Refrigerator Max,1,Excellent,"Amazing Tablet from Corsair, great performance and design."
VIV50470,Vivo Washing Machine Plus,3,Average,The OnePlus Headphones offers noise cancelling and superb value for money.
PAN71205,Panasonic Printer Edge,3,Good,Highly recommend this Projector if you need water resistant.
IQO62740,iQOO Laptop Go,3,Good,Very durable and efficient. Love the touch control.
BLU74504,BlueStar Gaming Console Lite,3,Poor,One of the best Xiaomi Speaker I’ve ever used.
WHI97203,Whirlpool Air Conditioner Prime,4,Excellent,Very durable and efficient. Love the Bluetooth.
REA84842,Realwear Camera Pro,3,Average,One of the best Vivo Earbuds I’ve ever used.
XIA86312,Xiaomi Refrigerator Ultra,3,Terrific purchase,One of the best Nokia Printer I’ve ever used.
BOU24527,Boult Air Conditioner X,1,Terrific purchase,Very durable and efficient. Love the Bluetooth.
ACE24728,Acer Monitor Pro,4,Average,"Amazing TV from Philips, great performance and design."
PHI67571,Philips TV Pro,3,Terrific purchase,"Amazing Refrigerator from realme, great performance and design."
BLU28411,BlueStar TV Elite,5,Excellent,Highly recommend this Laptop if you need OLED display.
ITE30241,Itel Smartwatch Elite,3,Poor,One of the best realme Laptop I’ve ever used.
ONE55629,OnePlus Projector Plus,1,Terrific purchase,One of the best Fujifilm Refrigerator I’ve ever used.
LG27338,LG Refrigerator Elite,5,Excellent,One of the best POCO Air Conditioner I’ve ever used.
PAN44346,Panasonic Smartwatch Elite,1,Average,Very durable and efficient. Love the fast charging.
HAV10157,Havells Headphones Go,2,Excellent,The iQOO Washing Machine offers touch control and superb value for money.
VIV49815,Vivo Camera Plus,2,Terrific purchase,Very durable and efficient. Love the water resistant.
HON40855,Honor Smartwatch Plus,4,Average,The HyperX Projector offers smart assistant and superb value for money.
ASU82823,Asus Gaming Console Max,4,Poor,Very durable and efficient. Love the 4K UHD.
BOU31184,Boult Camera Lite,1,Excellent,Highly recommend this Headphones if you need Bluetooth.
PHI61873,Philips Monitor Elite,5,Average,Very durable and efficient. Love the water resistant.
SON19852,Sony Printer Prime,3,Excellent,Very durable and efficient. Love the OLED display.
MI39838,Mi Smartwatch Max,5,Excellent,One of the best Nikon Refrigerator I’ve ever used.
REA83343,realme Smartwatch Plus,5,Terrific purchase,Very durable and efficient. Love the OLED display.
BLU65668,BlueStar Gaming Console Edge,1,Poor,Highly recommend this Headphones if you need wireless.
TEC81482,Tecno Smartwatch Go,3,Terrific purchase,The boAt Laptop offers Bluetooth and superb value for money.
PAN63957,Panasonic Smartphone Ultra,3,Terrific purchase,Highly recommend this Speaker if you need water resistant.
TOS39491,Toshiba Washing Machine Plus,2,Excellent,Highly recommend this Camera if you need long battery life.
ACE41239,Acer Refrigerator X,1,Excellent,"Amazing TV from Hisense, great performance and design."
MOT50412,Motorola Smartwatch Plus,4,Good,The Lava Tablet offers long battery life and superb value for money.
PHI90557,Philips Washing Machine Elite,1,Good,Highly recommend this Speaker if you need dual camera.
XIA69887,Xiaomi Refrigerator Ultra,5,Good,"Amazing Gaming Console from Havells, great performance and design."
OPP70201,Oppo Laptop Prime,2,Poor,One of the best Voltas Projector I’ve ever used.
ZEB94528,Zebronics Washing Machine Ultra,1,Poor,Highly recommend this Gaming Console if you need dual camera.
CAN56315,Canon TV Max,2,Poor,The CrossBeats Smartphone offers dual camera and superb value for money.
PAN36918,Panasonic Projector Prime,4,Excellent,The Zebronics Speaker offers touch control and superb value for money.
CAN72404,Canon Gaming Console Pro,1,Terrific purchase,Highly recommend this Speaker if you need smart assistant.
HAI51470,Haier Monitor Elite,1,Good,Highly recommend this Refrigerator if you need dual camera.
DEL52878,Dell Alienware Camera Pro,1,Terrific purchase,Very durable and efficient. Love the Bluetooth.
BOU44988,Boult Projector Prime,1,Good,The iQOO Smartphone offers fast charging and superb value for money.
SON29767,Sony Camera Go,5,Excellent,Highly recommend this Monitor if you need touch control.
TCL69658,TCL Speaker Lite,1,Excellent,The Whirlpool Air Conditioner offers fast charging and superb value for money.
IQO38720,iQOO Gaming Console Max,3,Excellent,Very durable and efficient. Love the smart assistant.
MSI97756,MSI Gaming Console Max,3,Good,One of the best HP Omen TV I’ve ever used.
LEN89413,Lenovo Air Conditioner Edge,2,Poor,One of the best Lava Projector I’ve ever used.
OPP89090,Oppo Monitor Lite,3,Poor,Highly recommend this Monitor if you need OLED display.
HP86742,HP Printer Elite,1,Poor,One of the best Hisense TV I’ve ever used.
PAN73769,Panasonic Earbuds Pro,1,Poor,Very durable and efficient. Love the long battery life.
HYP79509,HyperX Speaker Plus,4,Poor,One of the best Lenovo Projector I’ve ever used.
ACE37876,Acer Washing Machine Elite,5,Excellent,One of the best Syska Tablet I’ve ever used.
CAN63904,Canon TV Elite,4,Good,"Amazing Smartphone from Kent, great performance and design."
XIA81331,Xiaomi Air Conditioner Prime,1,Terrific purchase,The Philips Speaker offers noise cancelling and superb value for money.
GOO80162,Google Smartwatch Lite,5,Excellent,Very durable and efficient. Love the smart assistant.
XIA18050,Xiaomi Gaming Console X,1,Average,Highly recommend this Smartphone if you need dual camera.
NIK38457,Nikon Gaming Console Prime,4,Good,One of the best Honor Monitor I’ve ever used.
JBL17970,JBL Smartwatch Go,1,Terrific purchase,Very durable and efficient. Love the 4K UHD.
LAV11388,Lava Headphones X,1,Terrific purchase,"Amazing Camera from Honor, great performance and design."
ITE46609,Itel Smartphone Pro,1,Good,The Google Gaming Console offers long battery life and superb value for money.
ACE95729,Acer Air Conditioner Pro,5,Terrific purchase,One of the best Havells Camera I’ve ever used.
LAV64274,Lava Laptop Ultra,5,Good,One of the best Apple Washing Machine I’ve ever used.
LAV84856,Lava Projector Lite,3,Terrific purchase,Very durable and efficient. Love the touch control.
KEN97533,Kent Laptop Go,5,Average,Very durable and efficient. Love the water resistant.
APP33162,Apple Camera Max,4,Poor,Highly recommend this TV if you need noise cancelling.
ITE85777,Itel Tablet Pro,3,Average,Very durable and efficient. Love the OLED display.
HIS63516,Hisense Projector X,5,Good,"Amazing Smartwatch from Dell Alienware, great performance and design."
SYS30872,Syska Speaker Plus,4,Terrific purchase,"Amazing Smartphone from Fujifilm, great performance and design."
HP 57373,HP Omen Speaker Lite,2,Average,One of the best TCL Monitor I’ve ever used.
LEN94760,Lenovo Printer Go,2,Excellent,"Amazing Headphones from Hisense, great performance and design."
TCL24613,TCL Air Conditioner Plus,1,Average,One of the best boAt Smartphone I’ve ever used.
HIS26402,Hisense Gaming Console Ultra,2,Average,One of the best Boult Speaker I’ve ever used.
APP94171,Apple Projector Go,3,Average,Very durable and efficient. Love the water resistant.
APP91199,Apple Camera Elite,5,Poor,One of the best Motorola TV I’ve ever used.
HP 91833,HP Omen Earbuds Go,3,Good,The Nokia Headphones offers wireless and superb value for money.
COR41194,Corsair Smartphone Pro,3,Good,The POCO TV offers noise cancelling and superb value for money.
XIA15305,Xiaomi Washing Machine Go,4,Poor,One of the best Mi Printer I’ve ever used.
GOO75763,Google Smartphone Prime,4,Poor,The JBL Washing Machine offers long battery life and superb value for money.
DEL39321,Dell Alienware Smartwatch X,3,Good,One of the best Fire-Boltt Washing Machine I’ve ever used.
HP 27329,HP Omen Headphones Plus,4,Good,One of the best Acer Gaming Console I’ve ever used.
LOG84770,Logitech Refrigerator Max,4,Excellent,"Amazing Camera from Kent, great performance and design."
PHI17333,Philips Air Conditioner Max,2,Excellent,Very durable and efficient. Love the long battery life.
SAM28808,Samsung Speaker Pro,3,Good,Highly recommend this Projector if you need wireless.
KEN66927,Kent Earbuds Lite,5,Excellent,The Boult Projector offers long battery life and superb value for money.
HP 78744,HP Omen Speaker X,1,Terrific purchase,Highly recommend this Refrigerator if you need OLED display.
HIS71260,Hisense Tablet Ultra,2,Terrific purchase,One of the best OnePlus Laptop I’ve ever used.
APP42093,Apple Printer Elite,3,Excellent,Highly recommend this Speaker if you need wireless.
MI73252,Mi Gaming Console Max,3,Average,The Samsung Refrigerator offers fast charging and superb value for money.
ACE99955,Acer Projector Pro,1,Average,The Havells Smartphone offers long battery life and superb value for money.
APP86251,Apple TV Lite,3,Excellent,Very durable and efficient. Love the fast charging.
MSI91912,MSI Camera Lite,4,Excellent,The Voltas Laptop offers touch control and superb value for money.
GOO86713,Google Refrigerator Max,2,Good,Highly recommend this Washing Machine if you need touch control.
MSI55482,MSI Monitor Elite,5,Average,"Amazing Camera from JBL, great performance and design."
NIK89394,Nikon Smartwatch Ultra,5,Good,Highly recommend this TV if you need dual camera.
NIK18355,Nikon Camera Elite,4,Poor,"Amazing Refrigerator from Acer, great performance and design."
GOO60778,Google Camera Ultra,4,Excellent,One of the best AmazonBasics Gaming Console I’ve ever used.
FUJ90768,Fujifilm Monitor Prime,5,Terrific purchase,Highly recommend this Washing Machine if you need Bluetooth.
BOU31892,Boult Speaker Pro,2,Good,One of the best Panasonic Refrigerator I’ve ever used.
GOD67776,Godrej Smartwatch Lite,2,Poor,Highly recommend this Air Conditioner if you need fast charging.
ASU71296,Asus Laptop Elite,1,Poor,The Corsair Air Conditioner offers OLED display and superb value for money.
VOL65193,Voltas Monitor Pro,5,Excellent,"Amazing Projector from Fujifilm, great performance and design."
NIK16962,Nikon Headphones Elite,4,Good,One of the best Corsair Projector I’ve ever used.
GOO97606,Google Washing Machine Pro,2,Good,One of the best Godrej Projector I’ve ever used.
REA12462,Realwear Earbuds Edge,3,Good,The NoiseFit Laptop offers water resistant and superb value for money.
NOI32777,Noise Printer Lite,5,Poor,"Amazing Earbuds from iQOO, great performance and design."
HAV61932,Havells Gaming Console Plus,2,Average,Highly recommend this Refrigerator if you need Bluetooth.
LEN91775,Lenovo Smartphone Elite,3,Terrific purchase,Highly recommend this Printer if you need 4K UHD.
ACE60818,Acer Earbuds Ultra,3,Good,The Zebronics Headphones offers touch control and superb value for money.
ACE23517,Acer Camera Lite,4,Good,Highly recommend this Smartwatch if you need Bluetooth.
SON35683,Sony Gaming Console Lite,1,Average,Highly recommend this Projector if you need smart assistant.
HIS93551,Hisense TV Elite,2,Poor,Very durable and efficient. Love the 4K UHD.
KEN68278,Kent Laptop Max,2,Terrific purchase,Highly recommend this Smartphone if you need 4K UHD.
CAN58424,Canon Headphones Pro,5,Terrific purchase,The Panasonic TV offers 4K UHD and superb value for money.
COR14186,Corsair TV X,1,Poor,The Godrej Gaming Console offers OLED display and superb value for money.
LG64438,LG Projector Edge,4,Terrific purchase,One of the best Lenovo Earbuds I’ve ever used.
LG12689,LG Refrigerator Edge,1,Poor,One of the best CrossBeats Air Conditioner I’ve ever used.
WHI15584,Whirlpool Tablet Elite,4,Poor,"Amazing Gaming Console from Dell, great performance and design."
ITE92586,Itel Air Conditioner Pro,2,Terrific purchase,Very durable and efficient. Love the OLED display.
CAN10126,Canon Projector X,1,Poor,The MSI Air Conditioner offers OLED display and superb value for money.
FIR98060,Fire-Boltt Projector Max,5,Average,One of the best Toshiba Gaming Console I’ve ever used.
ZEB50450,Zebronics TV X,3,Average,"Amazing Speaker from Sony, great performance and design."
ONE39714,OnePlus Smartphone Go,2,Excellent,"Amazing Air Conditioner from OnePlus, great performance and design."
BOU88930,Boult Headphones Edge,5,Excellent,One of the best Vivo Printer I’ve ever used.
XIA97795,Xiaomi Smartphone Elite,5,Terrific purchase,"Amazing Gaming Console from Tecno, great performance and design."
GOD70275,Godrej Smartphone X,3,Average,Highly recommend this TV if you need Bluetooth.
REA80505,realme Refrigerator Elite,2,Average,"Amazing TV from Boult, great performance and design."
VIV92177,Vivo Washing Machine Plus,1,Terrific purchase,Highly recommend this Headphones if you need smart assistant.
HP 10740,HP Omen Smartwatch Ultra,2,Average,Very durable and efficient. Love the OLED display.
LEN48374,Lenovo Air Conditioner Pro,5,Average,Very durable and efficient. Love the dual camera.
INF80865,Infinix Projector Plus,3,Terrific purchase,Very durable and efficient. Love the dual camera.
HON58851,Honor TV Plus,2,Average,The iQOO Laptop offers wireless and superb value for money.
WHI16640,Whirlpool Camera Go,5,Excellent,Highly recommend this Tablet if you need touch control.
POC23451,POCO Projector Prime,2,Excellent,Highly recommend this Smartphone if you need long battery life.
ZEB43241,Zebronics Projector Pro,4,Poor,Very durable and efficient. Love the noise cancelling.
VOL71700,Voltas Tablet Edge,1,Terrific purchase,"Amazing Laptop from Voltas, great performance and design."
REA33528,Realwear Tablet Max,4,Poor,The MSI Smartwatch offers dual camera and superb value for money.
WHI72525,Whirlpool Washing Machine Go,5,Terrific purchase,The AmazonBasics Printer offers fast charging and superb value for money.
LEN73007,Lenovo Earbuds Elite,1,Good,"Amazing Laptop from realme, great performance and design."
AMA93127,AmazonBasics Printer Max,1,Terrific purchase,Very durable and efficient. Love the wireless.
WHI25056,Whirlpool Gaming Console Elite,5,Poor,The Zebronics Smartwatch offers dual camera and superb value for money.
SON89680,Sony Speaker Ultra,2,Average,Very durable and efficient. Love the smart assistant.
PAN83621,Panasonic Gaming Console Ultra,1,Excellent,One of the best Canon Laptop I’ve ever used.
HP57504,HP Headphones Prime,3,Good,The boAt Gaming Console offers long battery life and superb value for money.
INF87668,Infinix Monitor Prime,2,Excellent,"Amazing Projector from Hisense, great performance and design."
PAN99859,Panasonic Laptop Edge,2,Terrific purchase,"Amazing Smartphone from Panasonic, great performance and design."
JBL62958,JBL Smartwatch X,1,Average,One of the best Boult TV I’ve ever used.
CAN62723,Canon Monitor X,4,Average,"Amazing Smartwatch from HP, great performance and design."
ASU98410,Asus Speaker Edge,1,Excellent,Highly recommend this Headphones if you need noise cancelling.
HAV50476,Havells Laptop Pro,1,Good,One of the best TCL Printer I’ve ever used.
MSI84008,MSI Smartwatch Lite,5,Poor,Highly recommend this Smartphone if you need water resistant.
BOU67142,Boult Air Conditioner Prime,2,Poor,Very durable and efficient. Love the OLED display.
BOA53171,boAt Printer Edge,1,Terrific purchase,Very durable and efficient. Love the water resistant.
HON46317,Honor Speaker Plus,3,Good,"Amazing Monitor from Motorola, great performance and design."
AMA80845,AmazonBasics Smartwatch Ultra,5,Good,"Amazing Laptop from Logitech, great performance and design."
FUJ66266,Fujifilm Refrigerator Lite,2,Excellent,Very durable and efficient. Love the Bluetooth.
JBL77541,JBL Printer Lite,1,Terrific purchase,One of the best Realwear Smartwatch I’ve ever used.
NOI57930,Noise Tablet Prime,5,Excellent,One of the best Philips Monitor I’ve ever used.
HP 28637,HP Omen Washing Machine Go,3,Good,"Amazing Camera from Sony, great performance and design."
PAN61122,Panasonic Smartphone Lite,2,Average,Very durable and efficient. Love the dual camera.
HYP98065,HyperX Printer Ultra,2,Excellent,Very durable and efficient. Love the smart assistant.
ITE26729,Itel Camera Lite,1,Average,Highly recommend this Smartwatch if you need touch control.
PHI92774,Philips Washing Machine Elite,4,Good,Highly recommend this Tablet if you need smart assistant.
NOI62177,Noise Smartwatch Lite,2,Average,"Amazing Earbuds from Honor, great performance and design."
ZEB21530,Zebronics Washing Machine Max,1,Terrific purchase,Highly recommend this Smartphone if you need 4K UHD.
PAN57537,Panasonic Speaker Lite,1,Good,Highly recommend this Laptop if you need touch control.
LAV95845,Lava Smartwatch Elite,2,Average,One of the best iQOO Gaming Console I’ve ever used.
POC50427,POCO Refrigerator Edge,5,Average,One of the best JBL Headphones I’ve ever used.
OPP23908,Oppo Gaming Console X,2,Excellent,The Sony Washing Machine offers smart assistant and superb value for money.
LEN16876,Lenovo Camera Ultra,3,Average,The Hisense Earbuds offers 4K UHD and superb value for money.
HAV52048,Havells Refrigerator Ultra,2,Excellent,Very durable and efficient. Love the long battery life.
HIS79649,Hisense Printer Max,4,Terrific purchase,"Amazing TV from Oppo, great performance and design."
HAI39853,Haier Laptop Edge,5,Average,"Amazing Monitor from HP, great performance and design."
HP 35310,HP Omen Earbuds X,2,Poor,Very durable and efficient. Love the touch control.
GOO44908,Google Smartphone Max,1,Good,The Corsair Monitor offers smart assistant and superb value for money.
LAV28476,Lava Laptop Elite,1,Poor,The Corsair Gaming Console offers touch control and superb value for money.
LOG91470,Logitech Smartwatch Lite,3,Average,"Amazing Washing Machine from Vivo, great performance and design."
REA53386,Realwear Earbuds Prime,5,Terrific purchase,Very durable and efficient. Love the long battery life.
LAV74644,Lava Headphones Plus,3,Excellent,The Panasonic Camera offers 4K UHD and superb value for money.
NIK98152,Nikon Washing Machine Ultra,2,Excellent,The Realwear Headphones offers OLED display and superb value for money.
